unit,year,month,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2021,1,0.0,300.977,0.0,0.0,671.98,7.6875,0.0,104.716,300.977,784.3835,1085.3605,0.0,0.277306019520703,0.0,0.0,0.6191306943637621,0.00708290010554097,0.0,0.09648038600999391,0.277306019520703,0.722693980479297
Gwh,2021,2,0.0,293.373,0.0,0.0,627.77,7.9715,0.0,95.19,293.373,730.9315,1024.3045,0.0,0.2864119019295532,0.0,0.0,0.6128743942841216,0.007782353782493389,0.0,0.09293135000383188,0.2864119019295532,0.7135880980704469
Gwh,2021,3,0.0,190.171,0.0,0.0,873.443,12.8175,0.0,104.886,190.171,991.1465,1181.3175,0.0,0.16098212377282142,0.0,0.0,0.7393803951943486,0.010850173640871316,0.0,0.08878730739195854,0.16098212377282142,0.8390178762271784
Gwh,2021,4,0.0,41.606,0.0,0.0,964.427,12.8055,0.0,91.275,41.606,1068.5075,1110.1135,0.0,0.03747905056555028,0.0,0.0,0.8687643200447522,0.011535306975367835,0.0,0.08222132241432972,0.03747905056555028,0.9625209494344498
Gwh,2021,5,0.0,4.4495,0.0,0.0,906.09,9.275,0.0,89.76,4.4495,1005.125,1009.5745,0.0,0.004407302284279169,0.0,0.0,0.8974969157798658,0.009187038697986132,0.0,0.08890874323786903,0.004407302284279169,0.9955926977157209
Gwh,2021,6,0.0,96.413,0.0,0.0,650.03,3.843,0.0,70.45,96.413,724.323,820.736,0.0,0.11747139153150343,0.0,0.0,0.792008636150967,0.004682382641921398,0.0,0.08583758967560824,0.11747139153150343,0.8825286084684966
Gwh,2021,7,0.0,162.077,0.0,0.0,557.529,6.2685,0.0,61.21,162.077,625.0075,787.0845,0.0,0.20592071118158214,0.0,0.0,0.708347070740181,0.007964202064708428,0.0,0.07776801601352841,0.20592071118158214,0.7940792888184178
Gwh,2021,8,0.0,14.521,0.0,0.0,554.109,8.835,0.0,63.615,14.521,626.559,641.08,0.0,0.02265083920883509,0.0,0.0,0.8643367442440881,0.013781431334622824,0.0,0.09923098521245398,0.02265083920883509,0.9773491607911649
Gwh,2021,9,0.0,165.795,0.0,0.0,547.484,9.8335,0.0,64.068,165.795,621.3855,787.1805,0.0,0.21061878438299728,0.0,0.0,0.6954999520440357,0.012492052331072733,0.0,0.08138921124189433,0.21061878438299728,0.7893812156170026
Gwh,2021,10,0.0,93.552,0.0,0.0,575.391,14.0065,0.0,72.222,93.552,661.6195,755.1715,0.0,0.12388179373824357,0.0,0.0,0.761934209646418,0.01854744253457658,0.0,0.09563655408076177,0.12388179373824357,0.8761182062617564
Gwh,2021,11,0.0,160.258,0.0,0.0,630.8325,11.871,0.0,84.3375,160.258,727.041,887.299,0.0,0.1806132994627516,0.0,0.0,0.7109582001106729,0.01337880466449303,0.0,0.09504969576208247,0.1806132994627516,0.8193867005372485
Gwh,2021,12,0.0,287.446,0.0,0.0,757.512,11.4735,0.0,86.651,287.446,855.6365,1143.0825,0.0,0.2514656641143575,0.0,0.0,0.6626923253570937,0.010037333263347133,0.0,0.07580467726520176,0.2514656641143575,0.7485343358856426
