unit,datetime,date,year,month,month_date,weekday,hour,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Mwh,2022-01-01 00:00:00,2022-01-01,2022,1,01-01,Saturday,0,157.0,198.0,53.0,1964.0,653.0,0.0,1.0,335.0,408.0,2953.0,3361.0,0.04671228800952098,0.0589110383814341,0.01576911633442428,0.5843498958643261,0.19428741445998216,0.0,0.0002975304968759298,0.09967271645343648,0.12139244272537936,0.8786075572746207
Mwh,2022-01-01 01:00:00,2022-01-01,2022,1,01-01,Saturday,1,147.0,201.0,53.0,1964.0,899.0,0.0,0.0,338.0,401.0,3201.0,3602.0,0.04081066074403109,0.0558023320377568,0.014714047751249307,0.5452526374236535,0.2495835646862854,0.0,0.0,0.09383675735702388,0.1113270405330372,0.8886729594669628
Mwh,2022-01-01 02:00:00,2022-01-01,2022,1,01-01,Saturday,2,147.0,200.0,53.0,1959.0,897.6,0.0,1.0,343.0,400.0,3200.6,3600.6,0.04082652891184803,0.05554629783924902,0.014719768927400989,0.5440759873354442,0.2492917847025496,0.0,0.00027773148919624506,0.09526190079431206,0.11109259567849804,0.888907404321502
Mwh,2022-01-01 03:00:00,2022-01-01,2022,1,01-01,Saturday,3,147.0,200.0,52.0,1960.0,889.2,0.0,0.0,342.0,399.0,3191.2,3590.2,0.04094479416188514,0.055707202941340316,0.014483872764748483,0.5459305888251351,0.24767422427719907,0.0,0.0,0.09525931702969194,0.11113586986797394,0.888864130132026
Mwh,2022-01-01 04:00:00,2022-01-01,2022,1,01-01,Saturday,4,146.0,201.0,52.0,1957.0,878.8,0.0,0.0,342.0,399.0,3177.8,3576.8,0.04081860881234623,0.0561954819950794,0.014538134645493177,0.5471371057928874,0.2456944755088347,0.0,0.0,0.09561619324535897,0.1115522254529188,0.8884477745470812
Mwh,2022-01-01 05:00:00,2022-01-01,2022,1,01-01,Saturday,5,148.0,202.0,52.0,1953.0,887.4,0.0,0.0,342.0,402.0,3182.4,3584.4,0.041290034594353306,0.05635531748688762,0.01450730945207008,0.5448610646133244,0.24757281553398058,0.0,0.0,0.095413458319384,0.11215266153331101,0.887847338466689
Mwh,2022-01-01 06:00:00,2022-01-01,2022,1,01-01,Saturday,6,147.0,205.0,52.0,1952.0,899.0,0.0,0.0,343.0,404.0,3194.0,3598.0,0.04085603112840467,0.05697609783212896,0.014452473596442469,0.5425236242356865,0.24986103390772652,0.0,0.0,0.09533073929961089,0.1122846025569761,0.8877153974430239
Mwh,2022-01-01 07:00:00,2022-01-01,2022,1,01-01,Saturday,7,146.0,200.0,52.0,1954.0,716.0,0.0,0.0,340.0,398.0,3010.0,3408.0,0.04284037558685446,0.05868544600938967,0.015258215962441314,0.5733568075117371,0.21009389671361503,0.0,0.0,0.09976525821596244,0.11678403755868545,0.8832159624413145
Mwh,2022-01-01 08:00:00,2022-01-01,2022,1,01-01,Saturday,8,146.0,194.0,53.0,1956.0,801.0,0.0,1.0,335.0,393.0,3093.0,3486.0,0.04188181296615032,0.055651176133103844,0.015203671830177854,0.5611015490533563,0.229776247848537,0.0,0.00028686173264486515,0.09609868043602983,0.11273666092943202,0.887263339070568
Mwh,2022-01-01 09:00:00,2022-01-01,2022,1,01-01,Saturday,9,146.0,185.0,53.0,1960.0,821.0,0.0,1.25,328.0,384.0,3110.25,3494.25,0.04178292909780353,0.052944122486942836,0.015167775631394433,0.5609215139157187,0.23495743006367603,0.0,0.00035773055734420833,0.09386849824712026,0.1098948272161408,0.8901051727838591
