datetime,coal,wind,hydro,solar,other,oil,nuclear,gas
2018-07-01 05:00:00,45037,3533.0,3206.0,1.0,5226.0,183.0,58363.0,66791.0
2018-07-01 06:00:00,96248,7410.0,4270.0,-1.0,6460.0,3181.0,75818.0,92199.0
2018-07-01 07:00:00,94535,8814.0,4352.0,0.0,5983.0,2987.0,75650.0,89001.0
2018-07-01 08:00:00,93672,15377.0,22257.0,35.0,7037.0,3058.0,81700.0,101095.0
2018-07-01 09:00:00,89685,14390.0,21434.0,25.0,7050.0,3062.0,81733.0,97000.0
2018-07-01 10:00:00,87820,13309.0,21099.0,38.0,7047.0,3062.0,81795.0,93605.0
2018-07-01 11:00:00,87156,13871.0,21529.0,306.0,7026.0,3081.0,81650.0,95430.0
2018-07-01 12:00:00,89870,13694.0,22366.0,1043.0,7308.0,3055.0,81885.0,104090.0
2018-07-01 13:00:00,99023,13267.0,23673.0,2566.0,7798.0,3010.0,81842.0,113900.0
2018-07-01 14:00:00,109202,14102.0,23912.0,7597.0,8841.0,3286.0,81748.0,127189.0
2018-07-01 15:00:00,116624,15371.0,25061.0,13224.0,9961.0,4114.0,81626.0,140380.0
2018-07-01 16:00:00,123060,16933.0,28933.0,15764.0,10285.0,4546.0,81191.0,149812.0
2018-07-01 17:00:00,127023,17131.0,32736.0,16784.0,10523.0,4929.0,81066.0,160200.0
2018-07-01 18:00:00,130876,17146.0,34702.0,17386.0,10825.0,5226.0,81013.0,168761.0
2018-07-01 19:00:00,132157,17294.0,38390.0,17696.0,10826.0,5542.0,81026.0,175635.0
2018-07-01 20:00:00,133852,17837.0,41002.0,17402.0,10924.0,5663.0,81088.0,180932.0
2018-07-01 21:00:00,135758,17685.0,42131.0,16865.0,10860.0,5926.0,81108.0,184934.0
2018-07-01 22:00:00,136872,16746.0,42260.0,15512.0,10897.0,5989.0,81152.0,187604.0
2018-07-01 23:00:00,138143,15449.0,40220.0,13564.0,10752.0,6013.0,81237.0,187171.0
2018-07-02 00:00:00,137707,15580.0,35780.0,11517.0,10633.0,5980.0,81311.0,184196.0
2018-07-02 01:00:00,137109,15717.0,33726.0,8834.0,10740.0,5630.0,81402.0,177915.0
2018-07-02 02:00:00,136100,15859.0,33328.0,4107.0,10081.0,4981.0,81286.0,172285.0
2018-07-02 03:00:00,131168,17021.0,31304.0,982.0,9317.0,4581.0,81210.0,161131.0
2018-07-02 04:00:00,122670,18088.0,30015.0,712.0,8640.0,3580.0,81379.0,144417.0
2018-07-02 05:00:00,113200,18514.0,27071.0,282.0,8417.0,3353.0,81554.0,129992.0
2018-07-02 06:00:00,118054,26920.0,24399.0,267.0,8104.0,3761.0,86611.0,141690.0
2018-07-02 07:00:00,111146,24482.0,22547.0,253.0,7957.0,3736.0,86707.0,133028.0
2018-07-02 08:00:00,107518,22469.0,21343.0,216.0,7832.0,3689.0,86690.0,128303.0
2018-07-02 09:00:00,105156,21677.0,20788.0,15.0,7641.0,3611.0,86795.0,127726.0
2018-07-02 10:00:00,106279,22777.0,20195.0,20.0,7839.0,3645.0,86952.0,130388.0
2018-07-02 11:00:00,111407,23072.0,20275.0,271.0,7893.0,3854.0,87087.0,136439.0
2018-07-02 12:00:00,120163,20687.0,21900.0,1105.0,8615.0,4085.0,87124.0,148176.0
2018-07-02 13:00:00,129495,17812.0,23697.0,2744.0,9137.0,4346.0,87069.0,162013.0
2018-07-02 14:00:00,137732,14204.0,25922.0,8420.0,10490.0,4654.0,87065.0,178610.0
2018-07-02 15:00:00,143624,14252.0,28771.0,14220.0,10611.0,6206.0,86985.0,191355.0
2018-07-02 16:00:00,147298,14887.0,32138.0,16948.0,11495.0,7198.0,86890.0,208691.0
2018-07-02 17:00:00,152002,14524.0,35030.0,18065.0,11954.0,7924.0,86802.0,221717.0
2018-07-02 18:00:00,154136,15443.0,38983.0,18841.0,12077.0,8207.0,86659.0,232694.0
2018-07-02 19:00:00,156463,17265.0,41403.0,18871.0,11778.0,8171.0,86589.0,240320.0
2018-07-02 20:00:00,158126,20442.0,43492.0,18443.0,11934.0,8305.0,86525.0,244728.0
2018-07-02 21:00:00,158581,22139.0,43745.0,17527.0,11914.0,8297.0,86190.0,248847.0
2018-07-02 22:00:00,159575,23629.0,44559.0,16051.0,11804.0,8048.0,85920.0,249661.0
2018-07-02 23:00:00,159872,25345.0,41436.0,13893.0,11754.0,7753.0,85805.0,246997.0
2018-07-03 00:00:00,159437,26826.0,37476.0,11647.0,11762.0,7267.0,85919.0,239665.0
2018-07-03 01:00:00,158112,26950.0,33949.0,8648.0,11486.0,6928.0,86092.0,230888.0
