unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2016,1,904.77,0.0,707.02,0.0,1934.7991000000002,1417.084,1.6905,220.196,1611.79,3573.7696,5185.5596,0.17447875828097706,0.0,0.13634401193653237,0.0,0.3731128844802016,0.273275038628425,0.00032600145990029696,0.0424633052139638,0.3108227702175094,0.6891772297824906
Gwh,2016,2,669.133,0.0,525.378,0.0,1994.5623999999998,1530.206,1.8045,210.486,1194.511,3737.0589,4931.5699,0.1356835680256707,0.0,0.10653362127139271,0.0,0.4044477601341511,0.3102878051064428,0.00036590782176685764,0.04268133764057567,0.24221718929706337,0.7577828107029365
Gwh,2016,3,821.541,0.0,545.23,0.0,1775.4405,1192.71,1.807,270.038,1366.771,3239.9955,4606.7665,0.17833354479763627,0.0,0.11835416446655155,0.0,0.3853984133990729,0.25890394054050714,0.00039224909706189797,0.05861768769917035,0.2966877092641878,0.7033122907358123
Gwh,2016,4,432.935,0.0,470.512,0.0,2212.767,1140.568,2.311,237.78,903.447,3593.426,4496.873,0.09627467798178868,0.0,0.10463092909228258,0.0,0.4920679325388998,0.25363580425775867,0.00051391266775824,0.05287674346151204,0.20090560707407126,0.7990943929259288
Gwh,2016,5,584.169,0.0,541.05,0.0,2137.892,935.5915,1.9405,233.18,1125.219,3308.604,4433.823,0.13175289135357907,0.0,0.12202787526700996,0.0,0.48217802108924956,0.21101237013746374,0.00043765842705042573,0.05259118372564714,0.253780766620589,0.7462192333794109
Gwh,2016,6,1136.102,0.0,1038.613,0.0,1016.2985,798.993,3.525,234.227,2174.715,2053.0435,4227.7585,0.2687244316343992,0.0,0.24566516748768882,0.0,0.24038707508955395,0.18898737948253194,0.0008337751553216675,0.05540217115050446,0.514389599122088,0.4856104008779121
Gwh,2016,7,1241.568,0.0,1412.048,0.0,672.4915,761.843,2.7075,278.334,2653.616,1715.376,4368.992,0.2841772198255341,0.0,0.32319766206942013,0.0,0.15392371970468244,0.17437500457771493,0.0006197081615164321,0.0637066856611319,0.6073748818949543,0.39262511810504575
Gwh,2016,8,1220.83,0.0,1324.587,0.0,617.525,829.645,1.2035,272.907,2545.417,1721.2805,4266.6975,0.2861299635139355,0.0,0.31044783465431985,0.0,0.14473137596466587,0.19444664169419087,0.00028206827411598784,0.06396211589877182,0.5965777981682554,0.4034222018317446
Gwh,2016,9,1255.438,0.0,1305.693,0.0,680.459,646.64,2.483,262.554,2561.131,1592.136,4153.267,0.302277219355269,0.0,0.3143773323506531,0.0,0.16383704683565972,0.1556943004145893,0.000597842614019277,0.06321625842980959,0.6166545517059221,0.3833454482940779
Gwh,2016,10,1101.195,0.0,1175.508,0.0,734.000395,711.697,1.4695,253.465,2276.703,1700.631895,3977.334895,0.27686755806868,0.0,0.2955516774505859,0.0,0.1845457861551284,0.17893816306358581,0.00036946851064700197,0.06372734675137282,0.572419235519266,0.427580764480734
Gwh,2016,11,1083.197,0.0,1289.801,0.0,685.398605,1154.3215,1.6065,252.243,2372.998,2093.569605,4466.567605,0.24251216947605114,0.0,0.2887678221988985,0.0,0.15345085211130483,0.25843591815509975,0.0003596721559081831,0.05647356590273752,0.5312799916749497,0.46872000832505034
Gwh,2016,12,1288.716,0.0,1298.774,0.0,718.6175,1070.161,0.505,279.678,2587.49,2068.9615,4656.4515,0.2767592446737607,0.0,0.27891925858134675,0.0,0.15432728119255618,0.22982328925792528,0.00010845168257416618,0.06006247461183693,0.5556785032551074,0.4443214967448925
