unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2022-01-01,2022,1,01-01,Saturday,1.217,7.265,0.048,0.0,0.072,2.321,0.018,1.886,8.53,4.297,12.827,0.0948779917361815,0.5663834099945427,0.0037421064941139783,0.0,0.005613159741170967,0.18094644110080302,0.0014032899352927417,0.14703360099789506,0.6650035082248382,0.3349964917751617
Gwh,2022-01-02,2022,1,01-02,Sunday,1.021,6.889,0.048,0.0,0.072,2.313,0.009,1.867,7.958,4.261,12.219,0.0835583926671577,0.5637940911694902,0.003928308372207218,0.0,0.0058924625583108275,0.18929535968573535,0.0007365578197888534,0.15279482772730993,0.6512807922088552,0.34871920779114496
Gwh,2022-01-03,2022,1,01-03,Monday,1.213,10.815,0.048,0.0,0.072,0.746,0.013,1.86,12.076,2.691,14.767,0.08214261529085123,0.7323762443285704,0.003250490959572019,0.0,0.004875736439358028,0.05051804699668179,0.000880341301550755,0.12595652468341573,0.8177693505789938,0.18223064942100628
Gwh,2022-01-04,2022,1,01-04,Tuesday,1.416,14.947,0.048,0.0,0.072,2.008,0.016,1.831,16.411,3.927,20.338,0.06962336512931458,0.7349296882682662,0.0023601140721801555,0.0,0.0035401711082702326,0.09873143868620317,0.0007867046907267184,0.09002851804503884,0.806913167469761,0.19308683253023895
Gwh,2022-01-05,2022,1,01-05,Wednesday,1.418,11.026,0.048,0.0,0.072,1.158,0.022,1.843,12.492,3.095,15.587,0.09097324693654968,0.7073843587605055,0.003079489318021428,0.0,0.004619233977032142,0.07429267979726695,0.0014114326040931544,0.11823955860653108,0.8014370950150768,0.19856290498492335
Gwh,2022-01-06,2022,1,01-06,Thursday,1.263,16.796,0.048,0.0,0.072,2.746,0.013,1.894,18.107,4.725,22.832,0.055317098808689555,0.735634197617379,0.0021023125437981778,0.0,0.0031534688156972667,0.1202697967764541,0.0005693763139453398,0.08295374912403643,0.7930536089698668,0.20694639103013313
Gwh,2022-01-07,2022,1,01-07,Friday,1.181,19.194,0.048,0.0,0.072,3.078,0.02,1.853,20.423,5.023,25.446,0.04641200974612906,0.7543032303701956,0.0018863475595378447,0.0,0.002829521339306767,0.1209620372553643,0.0007859781498074353,0.07282087557965888,0.8026015876758625,0.19739841232413735
Gwh,2022-01-08,2022,1,01-08,Saturday,1.209,21.896,0.048,0.0,0.072,1.791,0.008,1.887,23.153,3.758,26.911,0.044925866745940325,0.8136449778900822,0.0017836572405336107,0.0,0.0026754858608004158,0.06655271078741035,0.0002972762067556018,0.07012002526847758,0.8603545018765559,0.13964549812344393
Gwh,2022-01-09,2022,1,01-09,Sunday,1.293,17.546,0.048,0.0,0.072,1.14,0.009,1.92,18.887,3.141,22.028,0.05869802070092609,0.7965316869438896,0.002179044852006537,0.0,0.0032685672780098057,0.051752315235155257,0.0004085709097512257,0.08716179408026149,0.8574087524968222,0.14259124750317778
Gwh,2022-01-10,2022,1,01-10,Monday,1.008,23.396,0.048,0.0,0.072,0.984,0.007,1.907,24.452,2.97,27.422,0.03675880679746189,0.853183575231566,0.0017504193713077092,0.0,0.0026256290569615635,0.03588359711180804,0.0002552694916490409,0.06954270293924586,0.8916928014003356,0.1083071985996645
Gwh,2022-01-11,2022,1,01-11,Tuesday,1.055,26.093,0.071,0.0,0.072,0.715,0.017,1.864,27.219,2.668,29.887,0.035299628601064004,0.8730551744905811,0.0023756148158062033,0.0,0.0024090741794091076,0.023923444976076555,0.0005688091812493727,0.06236825375581357,0.9107304179074515,0.08926958209254861
Gwh,2022-01-12,2022,1,01-12,Wednesday,0.978,22.501,0.072,0.0,0.072,3.52,0.009,1.87,23.551,5.471,29.022,0.033698573495968574,0.775308386741093,0.0024808765763903247,0.0,0.0024808765763903247,0.12128729929019365,0.0003101095720487906,0.06443387774791538,0.8114878368134518,0.18851216318654815
Gwh,2022-01-13,2022,1,01-13,Thursday,1.38,13.375,0.071,0.0,0.072,5.5455,0.016,1.853,14.826,7.4865,22.3125,0.06184873949579831,0.5994397759103641,0.0031820728291316524,0.0,0.0032268907563025207,0.24853781512605042,0.0007170868347338936,0.08304761904761905,0.6644705882352941,0.3355294117647059
Gwh,2022-01-14,2022,1,01-14,Friday,1.362,10.766,0.046,0.0,0.072,5.84925,0.0245,1.854,12.174,7.79975,19.97375,0.06818949871706616,0.5390074472745479,0.002303022717316478,0.0,0.003604731209712748,0.29284686150572625,0.0012266099255272547,0.09282182865010327,0.6094999687089305,0.3905000312910696
Gwh,2022-01-15,2022,1,01-15,Saturday,1.351,10.104,0.048,0.0,0.072,4.76825,0.009,1.654,11.503,6.50325,18.00625,0.07502950364456785,0.5611384935786184,0.0026657410621312044,0.0,0.003998611593196806,0.2648108295730649,0.0004998264491496007,0.09185699409927107,0.6388337382853175,0.3611662617146824
Gwh,2022-01-16,2022,1,01-16,Sunday,1.388,8.889,0.048,0.0,0.072,4.077,0.012,1.624,10.325,5.785,16.11,0.0861576660459342,0.5517690875232775,0.00297951582867784,0.0,0.004469273743016759,0.253072625698324,0.00074487895716946,0.10080695220360025,0.6409062693978895,0.35909373060211053
Gwh,2022-01-17,2022,1,01-17,Monday,1.041,9.95,0.048,0.0,0.072,4.68125,0.019,1.775,11.039,6.54725,17.58625,0.05919397256379273,0.5657829270026299,0.0027294050749875616,0.0,0.004094107612481341,0.2661880730684484,0.001080389508849243,0.10093112516881085,0.6277063046414102,0.3722936953585898
