unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2022-01-01,2022,1,01-01,Saturday,0.679,5.102,63.008,956.941,226.5702,93.407,4.9465,14.75,68.789,1296.6146999999999,1365.4036999999998,0.0004972888238108628,0.0037366238278100468,0.04614605922043423,0.7008484010992501,0.16593641865772008,0.06840980436774853,0.0036227380957001955,0.010802665907526106,0.05037997187205514,0.9496200281279449
Gwh,2022-01-02,2022,1,01-02,Sunday,0.683,5.151,65.129,944.626,222.70507199999997,175.240971,5.249,14.252,70.963,1362.0730429999999,1433.0360429999998,0.00047661048257388464,0.003594466465209487,0.045448263718235044,0.6591781167084017,0.15540786506233045,0.12228650622990647,0.0036628527423577164,0.009945318590985365,0.04951934066601841,0.9504806593339816
Gwh,2022-01-03,2022,1,01-03,Monday,1.066,5.151,78.172,1000.251,220.637728,186.274029,5.805,13.994,84.389,1426.9617570000003,1511.3507570000002,0.0007053293188643965,0.003408209494812857,0.05172326783702401,0.6618258503972152,0.14598710919890054,0.12325003189183567,0.0038409349868741283,0.009259266874473137,0.05583680665070126,0.9441631933492988
Gwh,2022-01-04,2022,1,01-04,Tuesday,3.666,5.154,119.093,1075.691,240.107454,152.64,4.374,13.124,127.913,1485.936454,1613.849454,0.0022715873472049395,0.00319360643412282,0.07379436768703707,0.6665373881893696,0.14877933837315657,0.09458131278706,0.002710289977270705,0.008132109204778405,0.07925956146836483,0.9207404385316351
Gwh,2022-01-05,2022,1,01-05,Wednesday,13.681,5.64,115.556,1094.365,249.149178,129.722,7.172,13.015,134.877,1493.423178,1628.300178,0.008402013452337778,0.0034637348052909194,0.07096725871634708,0.6720904503886875,0.15301182261493312,0.07966712879644482,0.004404593266586255,0.007992997959372574,0.08283300697397579,0.9171669930260242
Gwh,2022-01-06,2022,1,01-06,Thursday,24.661,5.7505,140.298,1135.104,243.38236799999999,81.01,5.376,13.564,170.7095,1478.4363680000001,1649.145868,0.014953801527518972,0.0034869565582903305,0.08507312950439384,0.6882981196663921,0.1475808615372282,0.04912239818921828,0.0032598693082982032,0.008224863708660124,0.10351388759020314,0.8964861124097969
Gwh,2022-01-07,2022,1,01-07,Friday,26.143,5.112,134.454,1135.68,238.784632,187.575556,6.611,13.919,165.709,1582.5701880000001,1748.279188,0.014953561295840353,0.0029240181059685534,0.07690648091156023,0.649598764199211,0.13658266576585248,0.10729153403386509,0.0037814326483877354,0.007961543039314612,0.09478406031336913,0.9052159396866309
Gwh,2022-01-08,2022,1,01-08,Saturday,25.374,5.104,88.31,1092.688,205.587596,172.364183,5.355,14.298,118.788,1490.2927789999999,1609.080779,0.015769251818276802,0.003171997370555876,0.05488226641727849,0.6790759135654308,0.12776710696138394,0.10711965816105247,0.003327987053159623,0.008885818652862051,0.07382351560611117,0.9261764843938888
Gwh,2022-01-09,2022,1,01-09,Sunday,23.597,4.868,103.55,1100.308,232.022226,130.663261,5.587,14.096,132.015,1482.676487,1614.691487,0.014613937207188609,0.003014817405797099,0.06412989777532653,0.6814354375796619,0.14369446291630816,0.08092150237489919,0.0034601037071052567,0.00872984103371321,0.08175865238831223,0.9182413476116877
Gwh,2022-01-10,2022,1,01-10,Monday,37.856,5.092,193.171,1163.722,281.219657,38.969,3.945,14.0505,236.119,1501.9061570000001,1738.025157,0.021781042608924675,0.002929761965465037,0.11114396084659205,0.669565682241733,0.16180413492139112,0.0224214245939134,0.002269817547871086,0.008084175274109682,0.13585476542098177,0.8641452345790183
Gwh,2022-01-11,2022,1,01-11,Tuesday,35.774,5.099,197.826,1135.525,247.164389,58.029,2.595,14.091,238.699,1457.404389,1696.1033889999999,0.021091874606236048,0.0030063025833621517,0.1166355785166113,0.669490437531341,0.14572483647103898,0.03421312661500732,0.0015299774865316306,0.008307866189871754,0.1407337557062095,0.8592662442937906
Gwh,2022-01-12,2022,1,01-12,Wednesday,37.241,5.224,201.744,1139.099,262.125,55.362,2.54,13.63,244.209,1472.756,1716.965,0.021690016977632044,0.003042578037409033,0.11750035673412097,0.6634375191107564,0.15266764319598827,0.032244105150658287,0.0014793545587708545,0.007938426234664073,0.14223295174916203,0.857767048250838
Gwh,2022-01-13,2022,1,01-13,Thursday,36.951,5.099,199.335,1142.595,244.832333,58.7775,2.63,15.02,241.385,1463.854833,1705.239833,0.021669092690025146,0.0029901952214131744,0.11689558040015595,0.6700494428340039,0.14357648013022928,0.03446875850688623,0.001542305046541802,0.008808145170744436,0.14155486831159425,0.8584451316884057
Gwh,2022-01-14,2022,1,01-14,Friday,37.942,5.0895,201.734,1158.311,244.38966699999997,27.401,2.735,14.68,244.7655,1447.5166669999999,1692.2821669999998,0.022420610900404297,0.0030074771803702406,0.11920825257978389,0.6844668239064414,0.14441425417443401,0.016191744222286072,0.0016161607404091968,0.008674676295870936,0.14463634066055842,0.8553636593394416
